
Ronald,00002,14/07/2020,100,"Cuenta de ahorros"
Ronald,00002,14/07/2020,100,"Cuenta de ahorros"
Ronald,00002,14/07/2020,100,"Cuenta de ahorros"
Ronald,00002,14/07/2020,100,"Cuenta de ahorros"
,,,,
,,,,
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
Pedrito,0005,20:00,100,Deposito
